S. No.,Part No.,Description,USD Price,
13054,762301585R,"PLR-ASSY-FR RH,",32.94,
13055,762302048R,INR ASSY-UPR PA,5.44,
13056,762302074R,"PLR ASSY-FR, IN",30.27,
13057,762302181R,"PLR ASSY-FR, IN",73.09,
13058,762302312R,"PLR ASSY-FR,IN",45.36,
13059,762304189R,PLR FR RH INR,61.22,
13060,762307351R,"PLR-ASSY-FR RH,",275.31,
13061,762307506R,PLR ASSY FR INR,45.36,
13062,762307970R,PLR PRE ASSY-FR,7.99,
13063,762309130R,PLR ASS-FR INR,84.66,
13064,762309161R,"PLR ASSY-FR,INR",46.44,
13065,762309342R,"PLR ASSY-FR,INR",45.36,
13066,76230JY00A,PILLAR ASSY-FRO,171.38,
13067,762311130R,"PLR ASSY-FR, IN",233.88,
13068,762311887R,INR ASSY-UPR PA,5.44,
13069,762312067R,PLR ASSY FR INR,45.32,
13070,762312675R,PLR ASS-FR INR,88.51,
13071,762312759R,"PLR ASSY-FR,INR",34.49,
13072,762313623R,"PLR-ASSY-FR LH,",32.94,
13073,762314954R,"PLR ASSY-FR, IN",60.19,
13074,762315201R,PLR-FR LH INR,24.01,
13075,762315339R,PLR FR LH INR,61.22,
13076,762315421R,"PLR ASSY-FR, IN",29.35,
13077,762315814R,"PLR-ASSY-FR LH,",275.31,
13078,762318663R,PLR PRE ASSY-FR,5.55,
13079,762319753R,"PLR ASSY-FR,INR",45.32,
13080,76231JY00A,PILLAR ASSY-FRO,171.38,
13081,76240JZ20A,INR PLR ASSY-LH,235.90,
13082,76241JZ20A,INR PLR ASSY-RH,235.90,
13083,762442261R,REINF ASSY-FR R,10.95,
13084,762462892R,REINF ASSY-FR R,233.94,
13085,762462990R,REINF ASSY-FR R,182.70,
13086,762463820R,REINF ASSY-FR R,34.93,
13087,762464462R,REINF ASSY-FR R,17.03,
13088,762465336R,REINF ASSY-FR R,51.48,
13089,762468104R,REINF ASSY-FR R,15.64,
13090,762469733R,REIN ASS-FR RH,65.88,
13091,762471019R,REINF ASSY-FR L,29.45,
13092,762471882R,PLR FR LH,56.72,
13093,762473541R,REINF ASSY-FR L,51.39,
13094,762476911R,REIN ASS-FR LH,65.88,
13095,762477170R,REINF ASSY-FR L,250.01,
13096,762478942R,REINF ASSY-FR L,17.03,
13097,762481TT0A,BRKT-FR PLR,3.19,
13098,76248ED00A,BRKT-FR PILLER,3.19,
13099,762529052R,SEAL-ADHESIVE,1.13,
13100,76276JY00A,INSULATOR-FRONT,30.90,
13101,762901484R,COVER-RH FDR,12.30,
13102,762901DA0A,BRACKET ASSY,3.76,
13103,762903769R,COVER-RH FDR,11.52,
13104,762905756R,COVER-RH FDR.,26.89,
13105,762907887R,COVER-RH FDR,5.36,
13106,762908284R,COVER-RH FDR,6.94,
13107,762911200R,COVER-LH FDR,12.45,
13108,762914408R,COVER-LH FDR,6.94,
13109,762915680R,COVER-LH FDR.,26.89,
13110,762919343R,COVER-LH FDR,5.36,
13111,762919668R,COVER-LH FDR,10.98,
13112,762951903R,"MBR ASSY-CONN,F",128.53,
13113,762954371R,"MBR ASSY-CONN,F",25.40,
13114,762958838R,"MBR ASSY-CONN,F",23.10,
13115,762B00578R,REINF ASSY-FR R,8.22,
13116,762B06590R,REINF ASSY-FR R,2.68,
13117,762B28654R,REINF ASSY 1ST-,10.43,
13118,762E0JY00A,INSUL ASSY-FR P,5.56,
13119,762E0JY00B,INSUL ASSY-FR P,5.56,
13120,762E0JY01B,INSUL ASSY-FR P,6.05,
13121,762E1JY00A,INSUL ASSY-FR P,5.56,
13122,762E4JY00A,INSUL FR PLR LW,1.61,
13123,762E4JY01A,INSUL FR PLR LW,2.21,
13124,762E4JY02A,INSUL FR PLR LW,1.52,
13125,762H00008R,SOUND PRFG MATR,18.96,
13126,762H02492R,INSUL-FR RH PLR,1.34,
13127,762H03274R,INSUL-FR RH PLR,11.87,
13128,762H05579R,INSUL-FR RH PLR,1.48,
13129,762H06439R,INSUL-FR RH PLR,3.81,
13130,762H06558R,INSUL-FR RH PLR,9.57,
13131,762H07980R,INSUL-FR PILLAR,69.50,
13132,762H09078R,INSUL-FR RH PLR,1.93,
13133,762H12191R,INSUL-FR LH PLR,9.57,
13134,762H12279R,INSUL-FR LH PL,3.80,
13135,762H13471R,INSUL-FR LH PLR,1.48,
13136,762H13523R,INSUL-FR LH PLR,1.34,
13137,762H14348R,INSUL-FR LH PLR,11.87,
13138,762H14600R,INSUL-FR LH PLR,3.81,
13139,762H15873R,INSUL-FR LH PLR,1.77,
13140,763153LH0A,"RAIL-SIDE ROOF,",6.09,
13141,763160913R,REINF-RH RAIL,12.16,
13142,763163245R,REINF-RH RAIL,26.93,
13143,763167054R,REINF-ASSY RH R,22.13,
13144,763308597R,PANEL ASSY INR,78.35,
13145,763901793R,PANEL ASSY-INR,105.08,
13146,763907493R,PANEL PRE ASSY-,29.89,
13147,763916187R,PANEL ASSY-INR,30.41,
13148,763917564R,PANEL ASSY-INR,103.40,
13149,764100517R,SILL ASSY-RH,31.30,
13150,764118465R,SILL ASSY-LH,31.30,
13151,764120575R,BODY SIDE LWR,139.56,
13152,764121380R,"MBR-CLOSING, RH",73.64,
13153,764125871R,MBR-CLOSING RH,73.64,
13154,764129379R,"MBR-CLOSING, RH",708.64,
13155,764129921R,"MBR-CLOSING, RH",153.47,
13156,764132496R,MBR-CLOSING LH,73.64,
13157,764133484R,SILL ASSY-RR LH,153.48,
13158,764136079R,MBR CLOSING LH,163.47,
13159,764136209R,"MBR-CLSG,LH BDY",43.58,
13160,764137124R,BODY SIDE LWR,139.56,
13161,764143462R,SILL ASSY-RR RH,153.48,
13162,764190003R,EXT-LH SILL,48.54,
13163,764194061R,KIT-SILL EXT,40.87,
13164,764260003R,EXT-RH SILL,48.90,
13165,764267077R,REINF-SILL,14.24,
13166,764360008R,EXT-FR RH SILL,45.56,
13167,764362537R,EXT-FR RH SILL,5.81,
13168,764403013R,"MBR ASSY-CLOS,",126.09,
13169,764411720R,"MBR ASSY-CLOS,",126.09,
13170,764500651R,MBR ASSY-CLOSIN,28.06,
13171,764502249R,MBR ASS-CLOSING,74.08,
13172,764505234R,MBR ASSY-CLOSIN,12.16,
13173,764505620R,MBR ASSY-CLS,81.95,
13174,764505832R,MBR ASSY-CLOSIN,14.41,
13175,764507996R,CLOSING ASSY-RH,25.51,
13176,764508113R,MBR ASSY-CLOSIN,141.31,
13177,764509660R,MBR ASSY-CLOSIN,64.50,
13178,76450JX00A,SILL ASSY-INNER,581.71,
13179,76450JY00A,SILL ASSY-INNER,113.69,
13180,764510491R,CLOSING ASSY-LH,25.51,
13181,764510711R,MBR ASSY-CLOSIN,141.31,
13182,764513784R,MBR ASSY-CLOSIN,14.41,
13183,764514426R,MBR ASSY-CLOSIN,28.06,
13184,764514742R,MBR ASSY-CLOSIN,64.50,
13185,764515161R,MBR ASS-CLOSING,74.08,
13186,764518146R,MBR ASSY-CLOSIN,12.16,
13187,76451JX50A,SILL ASSY-INNER,581.71,
13188,76451JY00A,SILL ASSY-INNER,113.69,
13189,764523007R,REINF-RR SILL I,98.57,
13190,764523859R,REINF ASSY-SIDE,14.35,
13191,764525375R,REINF ASSY-SIDE,126.57,
13192,764536850R,REINF-RR SILL I,105.15,
13193,764537342R,REINF ASSY-SIDE,126.57,
13194,764539403R,REINF-SIDE LH S,9.88,
13195,764540437R,REINFORCE,44.79,
13196,764542252R,"MBR-CLOSING, BO",87.83,
13197,764552996R,"MBR-CLOSING, BO",82.35,
13198,764580718R,BRKT-SILL EXT,16.63,
13199,764587053R,BRKT-SILL EXT,24.49,
13200,764600001R,"BODY SILL-SIDE,",384.60,
13201,764602206R,LOWER RIGHT BOD,256.25,
13202,764603005R,LOWER RIGHT BOD,639.69,
13203,764603170R,LWR LEFT BODY S,136.61,
13204,764607345R,LOWER RIGHT BOD,263.42,
13205,764609822R,LWR RIGHT BODY,73.62,
13206,764610001R,"BODY SILL-SIDE,",384.60,
13207,764611291R,LWR LEFT BODY S,126.01,
13208,764611761R,LWR LEFT BODY S,73.62,
13209,764617005R,LOWER LEFT BODY,263.42,
13210,764617065R,LOWER LEFT BODY,639.69,
13211,764619015R,LOWER LEFT BODY,251.46,
13212,764M00002R,"SEAL-RH SILL,FR",6.37,
13213,764M01153R,"SEAL-RH SILL,FR",1.95,
13214,764M01667R,FILM-PROTECTIVE,24.82,
13215,764M09456R,"GUARD 1ST-MUD,",4.80,
13216,764M10001R,"SEAL-LH SILL,FR",7.98,
13217,764M11702R,FILM-PROTECTIVE,24.82,
13218,764M15519R,"GUARD 1ST-MUD,",4.80,
13219,764M16806R,"SEAL-LH SILL,FR",1.95,
13220,764M87128R,TAPE-RH SILL EX,29.44,
13221,764M93515R,TAPE-LH SILL EX,28.87,
13222,765004473R,PLR CTR RH ASSY,77.14,
13223,765006005R,PLR ASSY-CTR RH,544.24,
13224,765017028R,PLR ASSY-CTR LH,76.86,
13225,765019803R,PLR ASSY-CTR LH,544.24,
13226,765121113R,REINF-CTR RH PL,10.05,
13227,765160279R,REINF ASSY-CTR,47.11,
13228,765160349R,REIN ASS-CTR RH,59.74,
13229,765160697R,REINF ASSY-CTR,730.03,
13230,765164531R,REINF ASSY-CTR,50.57,
13231,765167035R,REINF ASSY-CTR,36.73,
13232,765167066R,REINF ASSY CTR,266.12,
13233,765168435R,REINF ASSY-CTR,55.19,
13234,765169661R,REINF ASSY-CTR,26.83,
13235,765170221R,REINF ASSY-CTR,36.73,
13236,765170408R,REINF ASSY-CTR,26.83,
13237,765170743R,REIN ASS-CTR LH,59.74,
13238,765170993R,REINF CTR LH PL,288.21,
13239,765176589R,REINF ASSY-CTR,740.97,
13240,765177214R,REINF ASSY-CTR,46.98,
13241,765178897R,REINF ASSY-CTR,50.60,
13242,765179665R,REINF ASSY-CTR,60.15,
13243,765300874R,TRIM ASSY-RH CT,148.92,
13244,765301625R,TRIM ASSY-RH CT,32.55,
13245,765308283R,TRIM ASS-RH CTR,32.55,
13246,765308847R,TRIM ASSY-CTR P,45.50,
13247,76530JY00A,PILLAR ASSY-CEN,160.60,
13248,765310307R,TRIM ASSY-LH CT,32.55,
13249,765310730R,TRIM ASSY-LH CT,148.92,
13250,765313923R,TRIM ASS-LH CTR,32.55,
13251,765316886R,TRIM ASSY-CTR P,78.77,
13252,76531JY00A,PILLER ASSY-CEN,157.65,
13253,765329313R,"TRIM-CTR PLR, U",110.74,
13254,765336311R,"TRIM-CTR PLR, U",117.18,
13255,765409525R,TRIM ASSY CTR P,74.80,
13256,765410014R,TRIM ASSY CTR P,74.80,
13257,765412024R,REINF-LH CTR PL,10.05,
13258,765880005R,BRKT-RH RETRACT,33.76,
13259,765890005R,BRKT-LH RETRACT,33.76,
13260,765906483R,CAGE-RR DOOR ST,6.85,
13261,765908228R,CAGE-RR DOOR ST,7.94,
13262,765C4JY00A,"INSUL-CTR PLR,O",5.23,
13263,765C4JY01A,"INSUL-CTR PLR,O",4.60,
13264,765C56611R,COVER-PILOT HOL,0.55,
13265,766101257R,PLR-RR RH END,48.10,
13266,766118403R,PLR- RR LH END,48.10,
13267,766303196R,"PANEL ASSY-INR,",299.62,
13268,766305601R,PNL PRE ASS-IN,70.89,
13269,766306308R,"PANEL ASSY-INR,",101.92,
13270,766307530R,"PANEL ASSY-INR,",250.10,
13271,766314267R,"PANEL ASSY-INR,",250.10,
13272,766317905R,"PANEL ASSY-INR,",97.72,
13273,766318238R,"PANEL ASSY-INR,",299.62,
13274,766318688R,PNL PRE ASS-IN,70.89,
13275,76631JG05A,PILLAR REAR LH,155.25,
13276,766322634R,"INR ASSY-QTR,RH",317.32,
13277,766322653R,PANEL ASS-INRRH,333.19,
13278,766324075R,"PANEL-INR, RH Q",71.71,
13279,766324940R,"PANEL-INR,RH QT",604.36,
13280,766327145R,"PANEL ASSY-INR,",425.69,
13281,766332685R,"PANEL-INR, LH Q",71.71,
13282,766333127R,"PANEL ASSY-INR,",424.31,
13283,766338318R,"PANEL-INR, LH Q",577.98,
13284,766338704R,PANEL ASS-INRLH,333.19,
13285,766338743R,"INR ASSY-QTR,LH",317.32,
13286,766364636R,REINF ASSY-RH Q,24.75,
13287,766D0JY00A,PILLAR COMPLETE,283.29,
13288,766D1JY00A,PILLAR COMPLETE,195.81,
13289,76710JY00A,WHEEL HOUSE ASS,108.87,
13290,76711JY00A,WHEEL HOUSE ASS,97.26,
13291,767122800R,WHEEL HOUSE,17.90,
13292,767128803R,WHEEL HOUSE-RR,42.34,
13293,767131305R,WHEEL HOUSE RR,54.83,
13294,767137723R,WH-OTR RR RH,17.90,
13295,767144744R,"MBR-CONN, RR RH",47.60,
13296,767155183R,MBR RR LH WHEEL,42.20,
13297,767425001R,REINF RH BODY S,21.61,
13298,767431223R,REINF ASSY-LH Q,24.75,
13299,767436726R,REINF LH BODY S,21.69,
13300,767480016R,SHIELD-RR RH WH,17.88,
13301,767480022R,SHIELD-RR RH WH,43.07,
13302,767484320R,"SHIELD-WH, RR R",12.16,
13303,767484539R,"SHIELD-WH, RR R",17.88,
13304,767486734R,"SHIELD-WH, RR R",12.50,
13305,767489434R,SHIELD-RR RH WH,13.25,
13306,76748JY00A,"PROTR-RR WH,RH",78.09,
13307,767490015R,SHIELD-RR LH WH,17.88,
13308,767490020R,SHIELD-RR LH WH,43.07,
13309,767490284R,SHIELD-RR LH WH,13.25,
13310,767495908R,"SHIELD-WH, RR L",12.04,
13311,767497297R,"SHIELD-WH, RR L",12.16,
13312,767498778R,"SHIELD-WH, RR L",17.88,
13313,76749JY00A,"PROTR-RR WH,LH",78.09,
13314,767501271R,WHEEL HOUSE ASS,152.78,
13315,767507725R,MBR WHEEL ASSY,32.13,
13316,767509W60A,WHEEL HOUSE-REA,168.51,
13317,76750JY00A,WHEEL HOUSE ASS,164.17,
13318,767514033R,MBR WHEEL ASSYR,77.03,
13319,767514389R,WHEEL HOUSE ASS,148.82,
13320,767519W60A,WHEEL HOUSE-IN,168.51,
13321,76751JY00A,WHEEL HOUSE ASS,166.21,
13322,768041HA0A,DRAFTER-AIR,2.38,
13323,768041HM0A,DRAFTER-AIR,40.22,
13324,768041HM1A,DRAFTER-AIR,40.22,
13325,768045727R,DRAFTER-AIR,1.51,
13326,76804JX30A,DRAFTER-AIR,30.96,
13327,76804JY00A,DRAFTER-AIR,35.19,
13328,768051ET0A,DUCT-DRAFTER,33.53,
13329,768052DR0A,"DUCT-DRAFTER,OU",33.53,
13330,768182407R,MLDG-CTR RH,1.34,
13331,768182686R,MLDG-CTR RH PLR,1.85,
13332,768187635R,COVER,3.02,
13333,768195981R,MLDG-CTR LH,1.34,
13334,768199259R,MLDG-CTR LH PLR,1.85,
13335,768360015R,TRIM-FR RH PLR,64.18,
13336,768360016R,TRIM-FR RH PLR,64.18,
13337,768369326R,TRIM-FR RH PLR,16.90,
13338,768370017R,TRIM-FR LH PLR,64.18,
13339,768370018R,TRIM-FR LH PLR,64.18,
13340,768379001R,TRIM-FR LH PLR,16.90,
13341,76838JX00A,SCREW,2.20,
13342,76838JY00A,"SCR-TAP,SPL",1.41,
13343,768423LH0D,WEATHERSTRIP-RO,2.68,
13344,768433LH0D,WEATHERSTRIP-RO,2.68,
13345,768442537R,SQUARE WELD NUT,0.03,
13346,768481HH0A,GROM,2.92,
13347,768481HH0B,GROM,0.83,
13348,7684851S00,GROMMET,1.12,
13349,76848AL500,GROM-PTN PIPE,1.77,
13350,768500011R,EXT-RR RH SILL,45.56,
13351,768508137R,EXT-RR RH SILL,26.81,
13352,76850KA40A,MUDGUARD-SILL C,520.58,
13353,768510018R,EXT-FR LH SILL,45.56,
13354,768510019R,EXT-RR LH SILL,45.56,
13355,768516367R,EXT-FR LH SILL,5.81,
13356,768518113R,EXT-RR LH SILL,26.81,
13357,76851KA40A,MUDGUARD-SILL C,520.58,
13358,768520014R,MLDG-SILL,43.21,
13359,768520031R,MLDG-DOOR SILL,5.18,
13360,768521047R,MLDG-SILL,32.42,
13361,768527117R,MLDG-DOOR SILL,6.05,
13362,768527327R,MLDG-DOOR SILL,10.83,
13363,768528106R,MLDG-DOOR SILL,6.05,
13364,76856JY00A,DEFLECTOR MUDGU,5.44,
13365,76857JY00A,DEFLECTOR MUDGU,5.44,
13366,768600008R,SEAL-RH DOUBLE,22.58,
13367,768600588R,SEAL-RH DOUBLE,15.40,
13368,768603884R,WEATHERSTRIP-RH,16.80,
13369,768604877R,WEATHERSTRIP-RH,14.14,
13370,768605086R,SEAL-RH DOUBLE,11.86,
13371,768605155R,SEAL-RH DOUBLE,11.86,
13372,768610008R,SEAL-LH DOUBLE,22.58,
13373,768610236R,SEAL-LH DOUBLE,11.86,
13374,768610264R,WEATHERSTRIP-LH,16.80,
13375,768610819R,SEAL-LH DOUBLE,10.78,
13376,768617960R,SEAL-LH DOUBLE,14.00,
13377,768618565R,WEATHERSTRIP-LH,14.14,
13378,76868JY00A,COVER-RETRACTOR,24.69,
13379,76868JY00B,COVER-RETRACTOR,24.93,
13380,76868JY09A,COVER-RETRACTOR,25.08,
13381,76869JY00A,COVER-RETRACTOR,40.73,
13382,76869JY00B,COVER-RETRACTOR,23.07,
13383,76869JY09A,COVER-RETRACTOR,25.08,
13384,768820M000,CLIP,4.19,
13385,768820M060,CLIP,2.66,
13386,768821HA0A,CLIP,0.13,
13387,768841HA2A,INSUL-BODY SIDE,0.20,
13388,768843AW1A,INSUL-RR PLR IN,5.87,
13389,768844100R,INSUL-RR LH END,23.33,
13390,76884JJ50A,INSULATOR-BODY,5.22,
13391,768879566R,INSUL-QTR PANEL,21.11,
13392,768B02882R,INSUL-AIR EXTRA,0.85,
13393,768B03160R,INSUL-AIR EXTRA,0.98,
13394,768B05437R,INSUL-RH AIR EX,1.33,
13395,768B12738R,INSUL-LH AIR EX,1.54,
13396,768D4JY00A,"INSUL-FR PLR,UP",3.03,
13397,768D4JY00B,"INSUL-FR PLR,UP",2.02,
13398,768D4JY01A,"INSUL-FR PLR,UP",2.40,
13399,768D4JY01B,"INSUL-FR PLR,UP",2.16,
13400,768K43777R,"SEAL-FINISH, OT",2.32,
13401,768K47198R,"SEAL-FINISH, OT",2.32,
13402,769110009R,"TRIM-WS PLR,RH",66.53,
13403,769111HD0A,GARN ASSY-FR PL,2.08,
13404,769113BB0A,GARN ASSY-FR PL,2.37,
13405,769114662R,TRIM-RH WS PLR,8.15,
13406,769114763R,TRIM-RH WS PLR,3.61,
13407,769116294R,TRIM-RH WS PLR,13.88,
13408,769117904R,TRIM-WS RH PLR,6.87,
13409,769118712R,TRIM-RH WS PLR,7.76,
13410,769118JC0A,GARNISH ASSY-FR,7.40,
13411,76911JY00A,GARNISH ASSY-FR,32.71,
13412,769120011R,"TRIM-WS PLR,LH",66.53,
13413,769121HD0A,GARN ASSY-FR PL,2.08,
13414,769122432R,TRIM-LH WS PLR,8.15,
13415,769123BB0A,GARN ASSY-FR PL,2.37,
13416,769124006R,TRIM-WS LH PLR,6.87,
13417,769124236R,TRIM-LH WS PLR,13.88,
13418,769126141R,TRIM-LH WS PLR,3.61,
13419,769128678R,TRIM-LH WS PLR,7.76,
13420,769128JC0A,GARNISH ASSY-FR,7.12,
13421,76912JY00A,GARNISH ASSY-FR,32.71,
13422,769130004R,TRIM - RHS B PI,59.61,
13423,769130019R,TRIM - RHS B PI,64.18,
13424,769131HD0A,GARN ASSY-CTR P,2.03,
13425,769133BB0A,GARN ASSY-CTR P,2.15,
13426,769134949R,TRIM - RHS B PI,44.12,
13427,769136213R,TRIM COMPL-RH C,14.14,
13428,769136541R,TRIM COMPL-RH C,14.58,
13429,769136763R,TRIM - RHS B PI,47.43,
13430,769137500R,TRIM-UPR RH CTR,7.15,
13431,76913JY00A,GARN ASSY-CTR P,21.30,
13432,76913JY40A,GARNISH ASSY-CE,26.42,
13433,769140004R,TRIM - LHS B PI,59.61,
13434,769140022R,TRIM - LHS B PI,64.96,
13435,769141HD0A,GARN ASSY-CTR P,2.03,
13436,769142513R,TRIM - LHS PILL,47.43,
13437,769142702R,TRIM COMPL-LH C,7.04,
13438,769142843R,TRIM-UPR LH CTR,7.15,
13439,769143624R,TRIM - LHS PILL,44.12,
13440,769143BB0A,GARN ASSY-CTR P,2.15,
13441,769148224R,TRIM COMPL-LH C,29.20,
13442,76914JY00A,GARN ASSY-CTR P,21.30,
13443,76914JY40A,GARNISH ASSY-CE,27.06,
13444,769150033R,"TRIM-CTR PLR, L",64.18,
13445,769150034R,"TRIM-CTR PLR, L",66.53,
13446,769150771R,TRIM-LWR RH CTR,24.88,
13447,769150857R,TRIM-LWR RH CTR,26.13,
13448,769151585R,TRIM-LWR RH CTR,10.38,
13449,769151HD0A,"GARN-CTR PLR,LW",4.79,
13450,769151HD0B,"GARN-CTR PLR,LW",5.91,
13451,769152074R,TRIM-RH CTR PLR,39.67,
13452,769152291R,TRIM-RH CTR PLR,34.78,
13453,769153750R,TRIM-LWR RH CTR,9.53,
13454,769153BB0A,"GARN-CTR PLR,LW",6.04,
13455,769153BB0B,"GARN-CTR PLR,LW",6.90,
13456,769154138R,TRIM-LWR RH CTR,9.32,
13457,769158481R,TRIM-LWR RH CTR,15.22,
13458,769158876R,TRIM-LWR RH CTR,12.77,
13459,769158JC0A,GARNISH-CENTER,12.86,
13460,769159353R,TRIM-LWR RH CTR,6.63,
13461,769159881R,TRIM-LWR RH CTR,6.56,
13462,76915JY05A,"GARN-CTR PLR,LW",79.83,
13463,76915JY05B,GARNISH-CENTER,66.28,
13464,769160035R,"TRIM-CTR PLR, L",66.09,
13465,769160036R,"TRIM-CTR PLR, L",64.18,
13466,769161057R,TRIM-LH CTR PLR,39.67,
13467,769161734R,TRIM-LWR LH CTR,24.88,
13468,769161HD0A,"GARN-CTR PLR,LW",5.91,
13469,769161HD0B,"GARN-CTR PLR,LW",5.91,
13470,769162414R,TRIM-LWR LH CTR,10.38,
13471,769162935R,TRIM-LWR LH CTR,9.44,
13472,769163529R,TRIM-LWR LH CTR,15.22,
13473,769163BB0A,"GARN-CTR PLR,LW",6.04,
13474,769163BB0B,"GARN-CTR PLR,LW",6.90,
13475,769164570R,TRIM-LWR LH CTR,12.77,
13476,769165066R,TRIM-LWR LH CTR,6.56,
13477,769165288R,TRIM-LWR LH CTR,9.32,
13478,769167816R,TRIM-LWR LH CTR,7.43,
13479,769168383R,TRIM-LWR LH CTR,26.13,
13480,769168451R,TRIM-LH CTR PLR,34.78,
13481,769168571R,TRIM-LWR LH CTR,6.63,
13482,769168JC0A,GARNISH-CENTER,12.86,
13483,76916JY05A,"GARN-CTR PLR,LW",79.83,
13484,76916JY05B,GARNISH-CENTER,66.28,
13485,76917JY00A,ESCUT ASSY-CTR,3.70,
13486,76917JY00B,ESCUTCHEON ASSY,3.53,
13487,769211HB0C,"WELT-BODY SIDE,",6.82,
13488,769213BB0C,"WELT-BODY SIDE,",8.93,
13489,76921JY00A,"WELT-BODY SIDE,",87.91,
13490,769221722R,REAR SEAL ON BO,10.46,
13491,769221HB0C,"WELT-BODY SIDE,",6.58,
13492,769223BB0C,"WELT-BODY SIDE,",9.01,
13493,7692251000,SCREW,1.15,
13494,76922JY00A,"WELT-BODY SIDE,",82.86,
13495,769230024R,SEAL-WELT BODY.,36.81,
13496,769231HB0A,"WELT-BODY SIDE,",7.33,
13497,769232856R,PANEL ASSY INR,131.16,
13498,769233631R,SEAL-WELT BODY,8.27,
13499,769233BB0A,"WELT-BODY SIDE,",8.70,
13500,769235579R,REAR SEAL ON BO,10.46,
13501,769236186R,SEAL-WELT BODY,8.35,
13502,769236807R,SEAL-RR DOOR EN,20.22,
13503,769238157R,SEAL-WELT BODY,11.64,
13504,769238714R,SEAL-RR DOOR EN,16.70,
13505,769239211R,SEAL-WELT BODY,36.81,
13506,769239651R,PLR ASSY RR INN,93.35,
13507,76923JN22A,WELT ASSY-BODY,89.49,
13508,76923JN22B,WELT ASSY-BODY.,89.49,
13509,76923JY00A,"WELT-BODY SIDE,",43.56,
13510,769240022R,SEAL-WELT BODY,72.17,
13511,769241965R,PANEL ASSY INR,139.35,
13512,769242783R,SEAL-WELT BODY,36.81,
13513,769243BB0A,"WELT-BODY SIDE,",8.70,
13514,769245309R,SEAL-WELT BODY,9.10,
13515,769246051R,SEAL-WELT BODY.,36.81,
13516,769247177R,SEAL-WELT BODY,8.35,
13517,769247539R,SEAL-WELT BODY,11.64,
13518,769249126R,PLR ASSY RR INN,93.35,
13519,76924JN22A,WELT BODY SIDE,89.49,
13520,76924JN22B,WELT BODY SIDE.,72.56,
13521,76924JY00A,"WELT-BODY SIDE,",75.50,
13522,769300114R,SHIM-RR PLR TRI,59.70,
13523,769309282R,SHIM-RR PLR TRI,59.70,
13524,769340016R,"TRIM-RR QTR,RH",78.89,
13525,769340207R,TRIM-RR UPR RH,5.83,
13526,769340725R,TRIM-RR UPR RH,6.42,
13527,769343156R,TRIM-RR UPR RH,98.52,
13528,769343BB0A,FIN ASSY-RR PLR,2.55,
13529,769345421R,TRIM-RH QTR,21.21,
13530,769347561R,TRIM-RR UPR RH,6.42,
13531,769348853R,TRIM-RH QTR,27.60,
13532,769349091R,TRIM-RR UPR RH,64.48,
13533,769349236R,TRIM-RH QTR,23.75,
13534,769349596R,TRIM-RR UPR RH,6.42,
13535,769349773R,TRIM-RR UPR RH,18.75,
13536,769350017R,"TRIM-RR QTR,LH",78.89,
13537,769351509R,TRIM-RR UPR LH,6.42,
13538,769351631R,TRIM-RR UPR LH,64.48,
13539,769353633R,TRIM-RR UPR LH,6.42,
13540,769353BB0A,FIN ASSY-RR PLR,2.55,
13541,769355735R,TRIM-RR UPR LH,6.42,
13542,769356074R,TRIM-LH QTR,21.21,
13543,769356963R,TRIM-LH QTR,27.60,
13544,769357543R,TRIM-RR UPR LH,18.75,
13545,769358465R,TRIM-RR UPR LH,5.83,
13546,769358822R,TRIM-LH QTR,23.75,
13547,769359365R,TRIM-RR UPR LH,6.42,
13548,769359494R,TRIM-RR UPR LH,98.52,
13549,769368428R,TRIM-RR RH END,8.67,
13550,769368796R,TRIM-RR RH END,56.08,
13551,769370144R,TRIM-RR LH END,56.08,
13552,769371546R,TRIM-RR LH END,8.67,
13553,769374955R,TRIM-RR LH END,56.08,
13554,769463732R,SHIM-RH QTR TRI,7.38,
13555,769470783R,SHIM-LH SIDE TR,0.49,
13556,769474398R,SHIM-LH QTR TRI,7.38,
13557,769478667R,SHIM-LH SIDE TR,45.57,
13558,769510009R,"TRIM-SILL,FR RH",165.45,
13559,769510010R,"TRIM-SILL,FR RH",176.81,
13560,769510153R,"MLDG-EXT, RH SI",49.92,
13561,769511162R,"MLDG-EXT,RH SIL",48.97,
13562,769511710R,MLDG-RH SILL...,70.35,
13563,769511830R,"MLDG-EXT,RH SIL",15.51,
13564,769512805R,KICKING-PLATE,62.55,
13565,769513491R,MOULDING-BODY S,48.97,
13566,769513528R,"MLDG-EXT, RH SI",93.80,
13567,769514334R,MLDG-RH SILL,48.97,
13568,769516123R,"MLDG-EXT, RH SI",31.85,
13569,769518057R,MLDG-RH SILL,15.51,
13570,769518380R,MLDG-RH SILL,24.39,
13571,769519893R,"KICKING-PLATE,",26.76,
13572,769519951R,SIDE MLDG ASSY-,15.51,
13573,769520014R,"TRIM-SILL,FR LH",176.81,
13574,769520015R,"TRIM-SILL,FR LH",165.45,
13575,769520307R,"MLDG-EXT, LH SI",49.92,
13576,769521582R,MOULDING-BODY S,14.76,
13577,769521950R,"MLDG-EXT, LH SI",309.16,
13578,769522303R,MLDG-LH SILL...,14.76,
13579,769522383R,MLDG-LH SILL,24.39,
13580,769522416R,"MLDG-EXT,LH SIL",14.76,
13581,769523027R,"MLDG-EXT,LH SIL",48.97,
13582,769523103R,"KICKING-PLATE,",26.76,
